window_id,mean_acc,std_acc,max_acc,mean_gyro,std_gyro,label
46,1.2169735556501475,0.8563058581142985,5.356814285771536,0.29250102138308376,0.2789260786400755,SLOW
47,1.4210201223221466,0.6818185541178623,3.8653218258228317,0.12882812351635942,0.09635765380347402,SLOW
48,1.6694227473723584,0.7191477452244124,3.250214717443192,0.1796440240846799,0.16144530044573244,SLOW
49,1.2075364741868955,0.7205049887011966,5.048204138442462,0.09733944005170432,0.06586076368359305,SLOW
50,0.7660629391055835,0.40628292214784856,2.0907094327015985,0.06040427880155014,0.03338712841247211,SLOW
51,0.9536004422600146,0.5482614097643671,3.001812863627808,0.0649545733584492,0.03582049928260517,SLOW
52,1.0991141432840592,0.6072927832686207,2.8411769292681863,0.09651307486536237,0.05778663791790179,SLOW
53,1.4238319652595264,0.9846749726322085,5.771825882689479,0.08790537261639508,0.048529669356045704,SLOW
54,1.2661171802427515,0.65555056808418,3.4918242559180155,0.06951958864551183,0.034156568405558606,SLOW
55,1.310354225977825,0.6362845270338289,3.2821867538491283,0.0806882299155737,0.05201978101172404,SLOW
56,1.3378887598513651,0.6545815344490374,3.95275498083891,0.10383018998604798,0.0731719917893058,SLOW
57,1.0028516366815954,0.43541268908271386,2.2080075692662193,0.09146033122649833,0.05078506150759783,SLOW
58,1.0780876624975717,0.5674079627931461,2.8323807080019625,0.1444162098479619,0.10110183882353388,SLOW
59,0.9793235194655705,0.5283374679801124,2.686694030820219,0.20880278650307546,0.1395042839177758,SLOW
60,1.0847828326260336,0.5348290626111478,2.6333716469138455,0.13337688145804824,0.15564482562479756,SLOW
61,1.3419039608491423,0.7458413066355144,3.32814185561146,0.0982115275973633,0.0723366129269912,SLOW
62,1.3450281923778347,0.6811826931980713,3.25372908127731,0.08366934465555584,0.053839734611625306,SLOW
63,1.587822672385195,0.8946167704588213,4.379840195712883,0.12334761784415281,0.0932703932292156,SLOW
64,1.307145856631694,0.6147359313753887,2.9818406099054195,0.1024806874953846,0.07662612618039173,SLOW
65,1.260438906716218,0.48014400300966603,2.5401656702727435,0.08678676219117193,0.06062253166885216,SLOW
66,1.1481209601072602,0.6609074920253188,2.956221411841036,0.14921734897963052,0.15041479264745944,SLOW
67,0.9986317589472101,0.4476877431569615,1.9507398551254906,0.08490957268286231,0.06864270267559043,SLOW
68,1.3643236192088952,0.8157750912543507,4.719900673166915,0.10721433532004385,0.055401256151022045,SLOW
